Block	chr1	start1	end1	strand1	chr2	start2	end2	strand2
151	A17	23240674	24298907	+	chr5	161683909	162742142	+
152	A17	24298907	25047445	+	chr5	163328315	164076853	+
153	A17	25047445	30044621	+	chr5	164076853	169074029	+
154	A17	30044621	31835310	+	chr5	169074029	170864718	+
155	A17	31835310	33714245	+	chr5	171168086	173047021	+
132	A17	33714245	34487983	+	chr5	139204217	139977955	+
133	A17	34487983	35454402	+	chr5	140123541	141089960	+
134	A17	35454402	36114963	+	chr5	141645806	142306367	+
159	A17	36114963	37047168	+	chr5	176933233	177865438	-
131	A17	37047168	37374668	+	chr5	138686436	139013936	+
1261	A18	1	360632	+	chr1	147905503	148266134	-
981	A18	360632	921851	+	chr16	80244959	80806178	+
982	A18	921851	1304158	+	chr16	80806178	81188485	+
968	A18	1304158	1986097	+	chr16	61593461	62275400	-
989	A18	1986097	2296570	+	chr16	89942737	90253210	-
977	A18	2296570	2818765	+	chr16	73809031	74331226	-
967	A18	2818765	5390039	+	chr16	58947051	61518325	-
966	A18	5390039	8363051	+	chr16	55974039	58947051	-
965	A18	8363051	10085570	+	chr16	54251520	55974039	-
964	A18	10085570	10568443	+	chr16	53768647	54251520	-
787	A18	10568443	11030512	+	chr19	30822902	31284971	-
788	A18	11030512	13906220	+	chr19	32175344	35051052	+
789	A18	13906220	15095652	+	chr19	35757604	36947036	+
976	A18	15095652	15572649	+	chr16	72197337	72674334	-
975	A18	15572649	17560515	+	chr16	70192801	72180667	-
974	A18	17560515	18338374	+	chr16	69391123	70168982	-
973	A18	18338374	18993325	+	chr16	68735918	69390869	-
972	A18	18993325	19333140	+	chr16	67738185	68078000	-
971	A18	19333140	20150396	+	chr16	66920929	67738185	-
970	A18	20150396	21053896	+	chr16	66017429	66920929	-
969	A18	21053896	22053233	+	chr16	64599456	65598793	-
983	A18	22053233	23126383	+	chr16	83048061	84121211	+
984	A18	23126383	24660319	+	chr16	84121211	85655147	+
985	A18	24660319	25908086	+	chr16	85655147	86902914	+
986	A18	25908086	27047474	+	chr16	86902914	88042302	+
987	A18	27047474	27418933	+	chr16	88042302	88413761	+
988	A18	27418933	28947909	+	chr16	88413761	89942737	+
990	A18	28947909	29790173	+	chr16	90253210	91095474	+
992	A18	29790173	30161007	+	chr16	92401956	92772790	-
991	A18	30161007	31128254	+	chr16	91095474	92062721	-
993	A18	31128254	31950406	+	chr16	93495393	94317545	+
994	A18	31950406	32256754	+	chr16	94317545	94623893	+
995	A18	32256754	33279133	+	chr16	94623893	95646272	+
996	A18	33279133	33933356	+	chr16	95669536	96323759	+
978	A18	33933356	35354742	+	chr16	74331226	75752612	+
980	A18	35354742	36813516	+	chr16	78482604	79941378	-
979	A18	36813516	37256339	+	chr16	77637893	78080716	-
1607	A19	1	758085	+	chr11	57058549	57816633	+
1608	A19	758085	1172860	+	chr11	60701655	61116430	+
1609	A19	1172860	1590846	+	chr11	61209072	61627058	+
1611	A19	1590846	1894475	+	chr11	68666965	68970594	-
1570	A19	1894475	2654491	+	chr11	2667333	3427349	+
1585	A19	2654491	3109782	+	chr11	18505971	18961262	-
1584	A19	3109782	3454683	+	chr11	17872800	18217701	-
1583	A19	3454683	3862455	+	chr11	17461594	17869366	-
1582	A19	3862455	4227133	+	chr11	16807595	17172273	-
1581	A19	4227133	5944006	+	chr11	15089920	16806793	-
1580	A19	5944006	6660579	+	chr11	14365974	15082547	-
1573	A19	6660579	7647902	+	chr11	8088435	9075758	+
1574	A19	7647902	8188900	+	chr11	9075758	9616756	+
1575	A19	8188900	9035735	+	chr11	9745526	10592361	+
1576	A19	9035735	9605169	+	chr11	11267446	11836880	+
1577	A19	9605169	10021938	+	chr11	12318095	12734864	+
1578	A19	10021938	10516989	+	chr11	12735017	13230068	+
1579	A19	10516989	11162632	+	chr11	13230068	13875711	+
1572	A19	11162632	11968636	+	chr11	6980759	7786763	-
1594	A19	11968636	12451243	+	chr11	33375237	33857844	-
1593	A19	12451243	13956496	+	chr11	31416896	32922149	-
1592	A19	13956496	15203979	+	chr11	30145863	31393346	-
1591	A19	15203979	15590266	+	chr11	28997499	29383786	-
1590	A19	15590266	16619600	+	chr11	27398280	28427614	-
1589	A19	16619600	17924700	+	chr11	26092855	27397955	-
1588	A19	17924700	19094414	+	chr11	21276108	22445822	-
1587	A19	19094414	20071503	+	chr11	20299019	21276108	-
1586	A19	20071503	21261602	+	chr11	19108608	20298707	-
1612	A19	21261602	22276509	+	chr11	69160229	70175136	+
1613	A19	22276509	23184726	+	chr11	70601804	71510021	+
1595	A19	23184726	23555108	+	chr11	34241373	34611755	+
1596	A19	23555108	24766417	+	chr11	34611755	35823064	+
1597	A19	24766417	26530980	+	chr11	36136602	37901165	+
1598	A19	26530980	27230404	+	chr11	37901165	38600589	+
1599	A19	27230404	29832718	+	chr11	38600589	41202903	+
1600	A19	29832718	32075996	+	chr11	41202903	43446181	+
1601	A19	32075996	33415221	+	chr11	43446181	44785406	+
1602	A19	33415221	33829464	+	chr11	44785406	45199649	+
1603	A19	33829464	34170250	+	chr11	45199649	45540435	+
1604	A19	34170250	35986683	+	chr11	45670997	47487430	+
1605	A19	35986683	36392188	+	chr11	47487430	47892935	+
1606	A19	36392188	36869021	+	chr11	47892935	48369768	+
1755	A20	1	579424	+	chr7	140805605	141385028	-
1754	A20	579424	1473267	+	chr7	139454408	140348251	-
1756	A20	1473267	2026055	+	chr7	141385028	141937816	+
1757	A20	2026055	3100211	+	chr7	142236831	143310987	+
1753	A20	3100211	4914361	+	chr7	137640258	139454408	-
1354	A20	4914361	5921541	+	chr12	32809167	33816347	-
1353	A20	5921541	6462395	+	chr12	32268313	32809167	-
1352	A20	6462395	7200813	+	chr12	31529895	32268313	-
1351	A20	7200813	7612533	+	chr12	31118175	31529895	-
1350	A20	7612533	8213208	+	chr12	30080576	30681251	-
1349	A20	8213208	9219662	+	chr12	29074122	30080576	-
1329	A20	9219662	11690042	+	chr12	270155	2740535	+
544	A20	11690042	12314296	+	chr22	17624533	18248787	+
545	A20	12314296	12857819	+	chr22	18309937	18853460	+
1339	A20	12857819	15129846	+	chr12	14594575	16866602	+
1340	A20	15129846	15850543	+	chr12	16870064	17590761	+
1341	A20	15850543	16527769	+	chr12	17590761	18267987	+
1342	A20	16527769	17375452	+	chr12	18267987	19115670	+
1343	A20	17375452	17766647	+	chr12	19115670	19506865	+
1344	A20	17766647	18406413	+	chr12	21406529	22046295	+
1345	A20	18406413	21179604	+	chr12	22046295	24819486	+
1346	A20	21179604	21528636	+	chr12	24819486	25168518	+
1347	A20	21528636	23681331	+	chr12	25168518	27321213	+
561	A20	23681331	24201131	+	chr22	43098446	43618246	+
562	A20	24201131	24601579	+	chr22	43881237	44281685	+
563	A20	24601579	25241694	+	chr22	44281685	44921800	+
564	A20	25241694	25879273	+	chr22	45125434	45763013	+
565	A20	25879273	26645686	+	chr22	45763013	46529426	+
1337	A20	26645686	27924824	+	chr12	11348268	12627406	+
1348	A20	27924824	28819442	+	chr12	28179504	29074122	+
1333	A20	28819442	29956883	+	chr12	5159496	6296937	-
1332	A20	29956883	30425363	+	chr12	4152529	4621009	-
1331	A20	30425363	31170965	+	chr12	3299177	4044779	-
1330	A20	31170965	31691310	+	chr12	2778832	3299177	-
1336	A20	31691310	32117123	+	chr12	8583402	9009215	+
1758	A20	32117123	33253507	+	chr7	143310987	144447371	+
1759	A20	33253507	33736464	+	chr7	144447371	144930328	+
1335	A20	33736464	34170491	+	chr12	6861066	7295093	-
1334	A20	34170491	34734620	+	chr12	6296937	6861066	-
1259	A20	34734620	36348582	+	chr1	117971138	119585100	-
405	A21	1	1890248	+	chr20	43382735	45272982	+
404	A21	1890248	4879358	+	chr20	40393625	43382735	+
407	A21	4879358	5292261	+	chr20	46932145	47345048	-
406	A21	5292261	6262606	+	chr20	45961800	46932145	-
409	A21	6262606	7257665	+	chr20	48210503	49205562	+
410	A21	7257665	7954718	+	chr20	49205562	49902615	+
411	A21	7954718	8390271	+	chr20	50368229	50803782	+
412	A21	8390271	8914004	+	chr20	50803782	51327515	+
413	A21	8914004	9251633	+	chr20	51327515	51665144	+
414	A21	9251633	9753786	+	chr20	51665144	52167297	+
415	A21	9753786	10705846	+	chr20	52167297	53119357	+
416	A21	10705846	14788936	+	chr20	53119357	57202447	+
417	A21	14788936	15560063	+	chr20	57202447	57973574	+
418	A21	15560063	16432159	+	chr20	57973574	58845670	+
419	A21	16432159	17405558	+	chr20	58845670	59819069	+
420	A21	17405558	17927876	+	chr20	59819069	60341387	+
421	A21	17927876	18892834	+	chr20	60341387	61306345	+
422	A21	18892834	21268211	+	chr20	61372065	63747442	+
423	A21	21268211	21830469	+	chr20	63747442	64309700	+
424	A21	21830469	22285320	+	chr20	65448235	65903086	-
382	A21	22285320	23749516	+	chr20	109718	1573914	-
398	A21	23749516	25513028	+	chr20	32969597	34733109	+
403	A21	25513028	25968764	+	chr20	39608991	40064727	-
402	A21	25968764	26270549	+	chr20	39304338	39606123	-
408	A21	26270549	27136004	+	chr20	47345048	48210503	+
233	A22	1	458769	+	chr17	10341990	10800758	+
234	A22	458769	1548303	+	chr17	11039293	12128827	+
232	A22	1548303	2322315	+	chr17	8746583	9520595	+
238	A22	2322315	3119752	+	chr17	14854213	15651650	-
237	A22	3119752	3592456	+	chr17	13845736	14318440	-
236	A22	3592456	3929261	+	chr17	13383844	13720649	-
235	A22	3929261	4508798	+	chr17	12804307	13383844	-
295	A22	4508798	5574288	+	chr17	83192849	84258339	-
289	A22	5574288	6155731	+	chr17	78425505	79006948	+
288	A22	6155731	6597659	+	chr17	77720075	78162003	-
287	A22	6597659	7278086	+	chr17	76869748	77550175	-
286	A22	7278086	7602624	+	chr17	76486601	76811139	-
285	A22	7602624	8040985	+	chr17	75970311	76408672	-
263	A22	8040985	8421206	+	chr17	51661597	52041818	+
264	A22	8421206	9411709	+	chr17	52210486	53200989	+
265	A22	9411709	9952599	+	chr17	53200989	53741879	+
266	A22	9952599	10777829	+	chr17	53881451	54706681	+
267	A22	10777829	12153186	+	chr17	55272142	56647499	+
268	A22	12153186	13437431	+	chr17	56647499	57931744	+
246	A22	13437431	13863789	+	chr17	32528664	32955022	+
277	A22	13863789	14164208	+	chr17	64877023	65177442	+
278	A22	14164208	14567081	+	chr17	65178893	65581766	+
281	A22	14567081	14955938	+	chr17	67807036	68195893	-
280	A22	14955938	15482518	+	chr17	67087747	67614327	-
279	A22	15482518	15862829	+	chr17	66133211	66513522	-
282	A22	15862829	16174447	+	chr17	69300482	69612100	+
283	A22	16174447	17858726	+	chr17	69612100	71296379	+
284	A22	17858726	21902058	+	chr17	71296379	75339711	+
293	A22	21902058	22657447	+	chr17	81277937	82033326	-
292	A22	22657447	23446075	+	chr17	80489309	81277937	-
291	A22	23446075	23946984	+	chr17	79941517	80442426	-
290	A22	23946984	24815014	+	chr17	79006948	79874978	-
294	A22	24815014	25305169	+	chr17	82592988	83083143	+
553	A23	1	524768	+	chr22	30855269	31380036	-
552	A23	524768	888880	+	chr22	29702842	30066954	-
1405	A23	888880	1207302	+	chr12	113011052	113329474	+
1406	A23	1207302	1641743	+	chr12	113329474	113763915	+
1407	A23	1641743	2112931	+	chr12	114052583	114523771	+
1408	A23	2112931	5609288	+	chr12	114552860	118049217	+
1409	A23	5609288	6888219	+	chr12	118234355	119513286	+
1410	A23	6888219	7330940	+	chr12	119591779	120034500	+
1411	A23	7330940	8046879	+	chr12	120373570	121089509	+
554	A23	8046879	8510498	+	chr22	31626427	32090046	+
555	A23	8510498	8951493	+	chr22	32090046	32531041	+
547	A23	8951493	9326257	+	chr22	23382045	23756809	+
548	A23	9326257	9708884	+	chr22	24728058	25110685	+
546	A23	9708884	10044835	+	chr22	22078860	22414811	-
1419	A23	10044835	10519803	+	chr12	131974580	132449548	-
1418	A23	10519803	11137100	+	chr12	131301798	131919095	-
1417	A23	11137100	12676269	+	chr12	129659413	131198582	-
1416	A23	12676269	13186238	+	chr12	125231831	125741800	-
1415	A23	13186238	14296783	+	chr12	124121286	125231831	-
1414	A23	14296783	14620574	+	chr12	123797495	124121286	-
1413	A23	14620574	15407556	+	chr12	122679217	123466199	-
1412	A23	15407556	16992139	+	chr12	121094634	122679217	-
1402	A23	16992139	17423337	+	chr12	110026593	110457791	+
1403	A23	17423337	18672441	+	chr12	110457791	111706895	+
1404	A23	18672441	19635896	+	chr12	111739449	112702904	+
1398	A23	19635896	19961432	+	chr12	108096523	108422059	+
1399	A23	19961432	20325279	+	chr12	108706140	109069987	+
1400	A23	20325279	20679549	+	chr12	109069987	109424257	+
1401	A23	20679549	20998077	+	chr12	109707512	110026040	+
549	A23	20998077	21502349	+	chr22	25256404	25760676	+
550	A23	21502349	22735538	+	chr22	25910608	27143797	+
551	A23	22735538	24449628	+	chr22	27143797	28857887	+
946	A24	1	485245	+	chr16	1265969	1751213	-
962	A24	485245	1187538	+	chr16	27647641	28349934	+
947	A24	1187538	4048719	+	chr16	5964003	8825184	+
948	A24	4048719	5037926	+	chr16	9897920	10887127	+
949	A24	5037926	5803271	+	chr16	10887127	11652472	+
951	A24	5803271	6585605	+	chr16	13959273	14741607	-
950	A24	6585605	8073493	+	chr16	11980705	13468593	-
952	A24	8073493	8540696	+	chr16	15490227	15957430	+
953	A24	8540696	9206139	+	chr16	17081452	17746895	-
954	A24	9206139	9578954	+	chr16	18527606	18900421	+
955	A24	9578954	10435455	+	chr16	19486108	20342609	+
956	A24	10435455	10928580	+	chr16	20783365	21276490	+
957	A24	10928580	11334554	+	chr16	21862241	22268215	-
1673	A24	11334554	11755938	+	chr7	6142290	6563674	-
1730	A24	11755938	12242365	+	chr7	99198239	99684666	+
1731	A24	12242365	12640037	+	chr7	99710245	100107917	+
1667	A24	12640037	13636191	+	chr7	131962	1128116	+
1668	A24	13636191	14243529	+	chr7	1128116	1735454	+
1669	A24	14243529	15077225	+	chr7	1735454	2569150	+
1670	A24	15077225	16851446	+	chr7	2845722	4619943	+
1671	A24	16851446	17353790	+	chr7	4619943	5122287	+
1672	A24	17353790	17962980	+	chr7	5357615	5966805	+
242	A24	17962980	18524748	+	chr17	20862048	21423816	-
240	A24	18524748	19185307	+	chr17	16871135	17531694	+
241	A24	19185307	19557571	+	chr17	17615004	17987268	+
945	A24	19557571	19895300	+	chr16	803283	1141012	-
959	A24	19895300	21039853	+	chr16	23974813	25119366	+
958	A24	21039853	21680384	+	chr16	23334282	23974813	-
960	A24	21680384	22778980	+	chr16	25513471	26612067	+
961	A24	22778980	23808624	+	chr16	26612067	27641711	+
1653	A25	1	401082	+	chr11	118681715	119082796	-
1652	A25	401082	879808	+	chr11	117852213	118330939	-
1651	A25	879808	1388141	+	chr11	117343880	117852213	-
1650	A25	1388141	4939690	+	chr11	113792331	117343880	-
1649	A25	4939690	6120934	+	chr11	112408346	113589590	-
1648	A25	6120934	6647157	+	chr11	111882123	112408346	-
1647	A25	6647157	7073414	+	chr11	111186666	111612923	-
1654	A25	7073414	7963463	+	chr11	119638385	120528434	+
1655	A25	7963463	8786462	+	chr11	120528434	121351433	+
1656	A25	8786462	10081591	+	chr11	121351433	122646562	+
1657	A25	10081591	10719047	+	chr11	123081311	123718767	+
1666	A25	10719047	11173176	+	chr11	134308260	134762389	-
1665	A25	11173176	12548049	+	chr11	132819861	134194734	-
1664	A25	12548049	13419576	+	chr11	131948334	132819861	-
1663	A25	13419576	14404375	+	chr11	130963535	131948334	-
1662	A25	14404375	15113863	+	chr11	130254047	130963535	-
1661	A25	15113863	15554253	+	chr11	129382217	129822607	-
1660	A25	15554253	17792141	+	chr11	126450988	128688876	-
1659	A25	17792141	18139310	+	chr11	125881720	126228889	-
1658	A25	18139310	18694059	+	chr11	125161779	125716528	+
1070	A26	1	593755	+	chr9	149849935	150443689	+
1048	A26	593755	1793446	+	chr9	126522200	127721891	+
1049	A26	1793446	2241259	+	chr9	127721891	128169704	+
1050	A26	2241259	3415973	+	chr9	128230965	129405679	+
1051	A26	3415973	4046958	+	chr9	129405679	130036664	+
1052	A26	4046958	4540095	+	chr9	130036664	130529801	+
1053	A26	4540095	5864595	+	chr9	130529801	131854301	+
1054	A26	5864595	6951461	+	chr9	131854301	132941167	+
1061	A26	6951461	7334647	+	chr9	140653059	141036245	+
1062	A26	7334647	8306267	+	chr9	141036245	142007865	+
1063	A26	8306267	8821920	+	chr9	142028620	142544273	+
1064	A26	8821920	9377126	+	chr9	142744831	143300037	+
1065	A26	9377126	9814104	+	chr9	143300037	143737015	+
1066	A26	9814104	10656968	+	chr9	143751278	144594142	+
1067	A26	10656968	11302993	+	chr9	144594142	145240167	+
1068	A26	11302993	11997725	+	chr9	145710737	146405469	+
1069	A26	11997725	12300322	+	chr9	146783369	147085966	+
1055	A26	12300322	12743882	+	chr9	133152783	133596343	+
1056	A26	12743882	13810050	+	chr9	133596343	134662511	+
1057	A26	13810050	14181806	+	chr9	135001855	135373611	+
1058	A26	14181806	15986231	+	chr9	135373611	137178036	+
1059	A26	15986231	17569029	+	chr9	137387249	138970047	+
1060	A26	17569029	18233156	+	chr9	138970047	139634174	+
1172	A27	1	1682778	+	chr1	5910210	7592987	-
1171	A27	1682778	2233712	+	chr1	5359276	5910210	-
1170	A27	2233712	4167185	+	chr1	3425803	5359276	-
1169	A27	4167185	4617119	+	chr1	2820287	3270221	-
1168	A27	4617119	5436946	+	chr1	2000460	2820287	-
1167	A27	5436946	5982997	+	chr1	1209753	1755804	-
1166	A27	5982997	6705062	+	chr1	324131	1046196	-
1173	A27	6705062	9416601	+	chr1	7880870	10592409	+
1174	A27	9416601	9788518	+	chr1	10837069	11208986	+
1175	A27	9788518	10130720	+	chr1	11237509	11579711	+
1176	A27	10130720	10799882	+	chr1	11579711	12248873	+
1177	A27	10799882	11154404	+	chr1	14691491	15046013	+
1183	A27	11154404	11620040	+	chr1	19940128	20405764	-
1182	A27	11620040	13195560	+	chr1	18364608	19940128	-
1181	A27	13195560	13771721	+	chr1	17788447	18364608	-
1180	A27	13771721	14111453	+	chr1	16879478	17219210	-
1179	A27	14111453	14431428	+	chr1	15617756	15937731	-
1178	A27	14431428	14767928	+	chr1	15046013	15382513	-
1184	A27	14767928	16066652	+	chr1	20523306	21822030	+
1210	A27	16066652	16630085	+	chr1	42283998	42847431	+
1185	A27	16630085	16955934	+	chr1	21867949	22193798	+
1186	A27	16955934	17334864	+	chr1	22444728	22823658	+
862	A28	1	442748	+	chr2	97085371	97528118	-
856	A28	442748	949068	+	chr2	73829050	74335370	+
851	A28	949068	1871106	+	chr2	68787512	69709550	-
383	A28	1871106	2550334	+	chr20	4607066	5286294	-
857	A28	2550334	4087451	+	chr2	76582483	78119600	-
1440	A28	4087451	4813561	+	chr8	26652676	27378786	-
1439	A28	4813561	6497532	+	chr8	24968705	26652676	-
1438	A28	6497532	7380213	+	chr8	23587525	24470206	-
1437	A28	7380213	7934546	+	chr8	22665489	23219822	-
1436	A28	7934546	9717995	+	chr8	20589059	22372508	-
1446	A28	9717995	10629862	+	chr8	33790274	34702141	+
1447	A28	10629862	12501459	+	chr8	34704661	36576258	+
1448	A28	12501459	12881558	+	chr8	37401682	37781781	+
1449	A28	12881558	13210211	+	chr8	38034684	38363337	+
1450	A28	13210211	13644798	+	chr8	38991137	39425724	+
1451	A28	13644798	14104982	+	chr8	40242140	40702324	+
1452	A28	14104982	15246891	+	chr8	40702324	41844233	+
1453	A28	15246891	16139499	+	chr8	42000952	42893560	+
1257	A29	1	917276	+	chr1	114691174	115608449	-
1256	A29	917276	1555219	+	chr1	114047130	114685073	-
1255	A29	1555219	2494858	+	chr1	112772954	113712593	-
1254	A29	2494858	3131751	+	chr1	112136061	112772954	-
1253	A29	3131751	3679247	+	chr1	111448648	111996144	-
1300	A29	3679247	5573172	+	chr1	207169963	209063888	-
1299	A29	5573172	5880175	+	chr1	206142079	206449082	-
1298	A29	5880175	6931965	+	chr1	204833614	205885404	-
1297	A29	6931965	8160771	+	chr1	203604808	204833614	-
1296	A29	8160771	8711499	+	chr1	202515629	203066357	-
1798	A29	8711499	9800304	+	chr6	40907155	41995960	-
1791	A29	9800304	10208819	+	chr6	33377419	33785934	+
1792	A29	10208819	11126663	+	chr6	33785934	34703778	+
1793	A29	11126663	11533541	+	chr6	35380824	35787702	+
1794	A29	11533541	12232588	+	chr6	36215185	36914232	-
1252	A29	12232588	13191085	+	chr1	109861356	110819853	-
1251	A29	13191085	13525882	+	chr1	109324677	109659474	-
1293	A29	13525882	14015830	+	chr1	200123904	200613852	+
1294	A29	14015830	14399185	+	chr1	200613852	200997207	+
1295	A29	14399185	14753892	+	chr1	201241331	201596038	+
399	A29	14753892	15303522	+	chr20	35708159	36257789	+
400	A29	15303522	15615403	+	chr20	36283542	36595423	+
401	A29	15615403	16012617	+	chr20	37678286	38075500	+
270	A30	1	410644	+	chr17	58999073	59409716	-
247	A30	410644	793049	+	chr17	36254266	36636671	+
1707	A30	793049	1139404	+	chr7	77460525	77806880	+
1732	A30	1139404	1983041	+	chr7	102737493	103581130	-
228	A30	1983041	2321717	+	chr17	4180465	4519141	+
1706	A30	2321717	2648956	+	chr7	75744798	76072037	+
1704	A30	2648956	3960474	+	chr7	70830854	72142372	+
1705	A30	3960474	4751962	+	chr7	73262128	74053616	+
1701	A30	4751962	5112575	+	chr7	66847410	67208023	+
1702	A30	5112575	5441608	+	chr7	67208023	67537056	+
1703	A30	5441608	5817010	+	chr7	67728600	68104002	+
230	A30	5817010	6389647	+	chr17	5451076	6023713	-
226	A30	6389647	7091170	+	chr17	2237052	2938575	-
269	A30	7091170	8158499	+	chr17	57931744	58999073	+
248	A30	8158499	8791082	+	chr17	37497699	38130282	-
273	A30	8791082	9201892	+	chr17	61304488	61715298	+
274	A30	9201892	10057569	+	chr17	62265773	63121450	+
272	A30	10057569	10607254	+	chr17	60290572	60840257	-
271	A30	10607254	11001860	+	chr17	59602269	59996875	-
224	A30	11001860	11393547	+	chr17	373884	765571	+
227	A30	11393547	11761465	+	chr17	3376774	3744692	+
239	A30	11761465	12181210	+	chr17	15703122	16122867	-
245	A30	12181210	12748516	+	chr17	30940703	31508009	-
244	A30	12748516	13318010	+	chr17	30370387	30939881	-
243	A30	13318010	13854004	+	chr17	29745662	30281656	-
225	A30	13854004	14844038	+	chr17	1228988	2219022	-
1206	A31	1	2086579	+	chr1	36797931	38884509	-
1205	A31	2086579	2790284	+	chr1	36094226	36797931	-
1204	A31	2790284	3479936	+	chr1	35291483	35981135	-
1203	A31	3479936	3866689	+	chr1	34904730	35291483	-
1202	A31	3866689	4205670	+	chr1	34565749	34904730	-
1201	A31	4205670	4911468	+	chr1	33798352	34504150	-
1200	A31	4911468	5291539	+	chr1	33366077	33746148	-
1208	A31	5291539	5699762	+	chr1	40312056	40720279	+
1198	A31	5699762	6025649	+	chr1	31364144	31690031	+
1199	A31	6025649	6810137	+	chr1	32206707	32991195	+
1207	A31	6810137	7840290	+	chr1	38884509	39914662	+
1188	A31	7840290	8385583	+	chr1	23451160	23996453	+
1189	A31	8385583	8852566	+	chr1	23996453	24463436	+
1190	A31	8852566	10074042	+	chr1	24463436	25684912	+
1191	A31	10074042	10395829	+	chr1	25684912	26006699	+
1192	A31	10395829	10986768	+	chr1	26059396	26650335	+
1193	A31	10986768	11304126	+	chr1	26838223	27155581	+
1194	A31	11304126	11696211	+	chr1	27155581	27547666	+
1196	A31	11696211	12056287	+	chr1	28720566	29080642	+
1197	A31	12056287	12598880	+	chr1	30821551	31364144	+
1209	A31	12598880	13041665	+	chr1	41322801	41765586	-
1195	A31	13041665	13520744	+	chr1	27616354	28095433	+
1187	A31	13520744	13894626	+	chr1	22823658	23197540	-
257	A32	1	393309	+	chr17	47426824	47820132	-
275	A32	393309	1040121	+	chr17	63201918	63848730	+
276	A32	1040121	1867337	+	chr17	63877120	64704336	+
262	A32	1867337	2282903	+	chr17	50764233	51179799	-
261	A32	2282903	2688013	+	chr17	50359123	50764233	-
260	A32	2688013	3220393	+	chr17	49826743	50359123	-
259	A32	3220393	4097302	+	chr17	48867094	49744003	-
258	A32	4097302	4402922	+	chr17	48332583	48638203	-
249	A32	4402922	4846762	+	chr17	39443258	39887098	+
250	A32	4846762	5720506	+	chr17	39919901	40793645	+
251	A32	5720506	6227894	+	chr17	40882133	41389521	+
252	A32	6227894	6665008	+	chr17	41389521	41826635	+
253	A32	6665008	7027271	+	chr17	42202360	42564623	+
254	A32	7027271	7363070	+	chr17	42596460	42932259	+
255	A32	7363070	7987484	+	chr17	43608381	44232795	+
256	A32	7987484	8473942	+	chr17	44232795	44719253	+
1369	A33	1	497228	+	chr12	54357021	54854248	-
1368	A33	497228	894023	+	chr12	53782046	54178841	-
1367	A33	894023	1331943	+	chr12	53265309	53703229	-
1364	A33	1331943	1696266	+	chr12	49995736	50360059	+
1365	A33	1696266	2133074	+	chr12	50360059	50796867	+
1362	A33	2133074	2437431	+	chr12	48649845	48954202	+
1363	A33	2437431	3063762	+	chr12	49039632	49665963	+
1370	A33	3063762	3455959	+	chr12	55701613	56093810	+
1366	A33	3455959	4206945	+	chr12	50796867	51547853	+
1361	A33	4206945	4572690	+	chr12	47845742	48211487	-
792	A34	1	470979	+	chr19	41104460	41575438	-
798	A34	470979	942000	+	chr19	50220047	50691068	+
793	A34	942000	1298839	+	chr19	42907054	43263893	+
797	A34	1298839	1637036	+	chr19	49881850	50220047	+
796	A34	1637036	2136677	+	chr19	49382209	49881850	-
795	A34	2136677	2464932	+	chr19	48530988	48859243	-
794	A34	2464932	2972248	+	chr19	48023672	48530988	-
799	A34	2972248	3398538	+	chr19	53438565	53864855	+
1262	A35	1	349573	+	chr1	150698303	151047875	+
1263	A35	349573	866970	+	chr1	152566135	153083532	+
1264	A35	866970	1702437	+	chr1	153201194	154036661	+
1265	A35	1702437	2328717	+	chr1	154497434	155123714	+
1266	A35	2328717	2687685	+	chr1	155123714	155482682	-
1267	A35	2687685	3377742	+	chr1	155785620	156475677	+
782	A36	1	493091	+	chr19	16189777	16682867	+
783	A36	493091	854769	+	chr19	16682867	17044545	+
784	A36	854769	1162050	+	chr19	18347547	18654828	+
785	A36	1162050	1510476	+	chr19	18654828	19003254	+
786	A36	1510476	1927077	+	chr19	19476038	19892639	+
778	A36	1927077	2519008	+	chr19	4740764	5332695	-
777	A36	2519008	2825447	+	chr19	3874180	4180619	-
776	A36	2825447	3202084	+	chr19	3316161	3692798	-
59	A37	1	529221	+	chr14	100421487	100950707	-
3	A37	529221	1984805	+	chr14	16933747	18389331	+
2	A37	1984805	2517097	+	chr14	15377965	15910257	+
1	A37	2517097	2975602	+	chr14	14401762	14860267	+
1112	A38	1	542835	+	chrX	47815051	48357885	+
1113	A38	542835	907906	+	chrX	48357885	48722956	+
1114	A38	907906	1234051	+	chrX	52703926	53030071	+
1115	A38	1234051	1825326	+	chrX	53518019	54109294	+
790	A39	1	574630	+	chr19	37563632	38138261	+
791	A39	574630	889752	+	chr19	38154272	38469394	+
231	A40	1	343736	+	chr17	7482733	7826468	-
229	A40	343736	660310	+	chr17	4519425	4835999	-
1610	A41	1	659750	+	chr11	65872290	66532039	-
860	A42	1	583201	+	chr2	84485723	85068923	+
963	A43	1	507090	+	chr16	30730333	31237422	+
1790	A44	1	329944	+	chr6	32724751	33054694	+
